STATION_ID,STATION_NAME,PERIOD,used_stnID,temp_rows,precip_rows,note
599,KALDER LAKE,1991_2020,599,0,0,resolve_none_found
599,KALDER LAKE,1981_2010,599,0,0,resolve_none_found
599,KALDER LAKE,1971_2000,599,0,0,resolve_none_found
599,KALDER LAKE,1961_1990,599,0,0,resolve_none_found
599,KALDER LAKE,1951_1980,599,0,0,resolve_none_found
599,KALDER LAKE,1941_1970,599,0,0,resolve_none_found
599,KALDER LAKE,1931_1960,599,0,0,resolve_none_found
465,GRANISLE COPPER LTD,1991_2020,465,0,0,resolve_none_found
465,GRANISLE COPPER LTD,1981_2010,465,0,0,resolve_none_found
465,GRANISLE COPPER LTD,1971_2000,465,0,0,resolve_none_found
465,GRANISLE COPPER LTD,1961_1990,465,0,0,resolve_none_found
465,GRANISLE COPPER LTD,1951_1980,465,0,0,resolve_none_found
465,GRANISLE COPPER LTD,1941_1970,465,0,0,resolve_none_found
465,GRANISLE COPPER LTD,1931_1960,465,0,0,resolve_none_found
496,TOPLEY LANDING,1991_2020,496,0,0,resolve_none_found
496,TOPLEY LANDING,1981_2010,496,0,0,resolve_none_found
496,TOPLEY LANDING,1971_2000,496,0,0,resolve_none_found
496,TOPLEY LANDING,1961_1990,496,0,0,resolve_none_found
496,TOPLEY LANDING,1951_1980,496,0,0,resolve_none_found
496,TOPLEY LANDING,1941_1970,496,0,0,resolve_none_found
496,TOPLEY LANDING,1931_1960,496,0,0,resolve_none_found
464,FULTON LAKE,1991_2020,464,0,0,resolve_none_found
464,FULTON LAKE,1981_2010,464,0,0,resolve_none_found
464,FULTON LAKE,1971_2000,464,0,0,resolve_none_found
464,FULTON LAKE,1961_1990,464,0,0,resolve_none_found
464,FULTON LAKE,1951_1980,464,0,0,resolve_none_found
464,FULTON LAKE,1941_1970,464,0,0,resolve_none_found
464,FULTON LAKE,1931_1960,464,0,0,resolve_none_found
495,TELKWA WOODMERE RD,1991_2020,495,0,0,resolve_none_found
495,TELKWA WOODMERE RD,1981_2010,495,0,0,resolve_none_found
495,TELKWA WOODMERE RD,1971_2000,495,0,0,resolve_none_found
495,TELKWA WOODMERE RD,1961_1990,495,0,0,resolve_none_found
495,TELKWA WOODMERE RD,1951_1980,495,0,0,resolve_none_found
495,TELKWA WOODMERE RD,1941_1970,495,0,0,resolve_none_found
495,TELKWA WOODMERE RD,1931_1960,495,0,0,resolve_none_found
494,TELKWA ROUND LAKE,1991_2020,494,0,0,resolve_none_found
494,TELKWA ROUND LAKE,1981_2010,494,0,0,resolve_none_found
494,TELKWA ROUND LAKE,1971_2000,494,0,0,resolve_none_found
494,TELKWA ROUND LAKE,1961_1990,494,0,0,resolve_none_found
494,TELKWA ROUND LAKE,1951_1980,494,0,0,resolve_none_found
494,TELKWA ROUND LAKE,1941_1970,494,0,0,resolve_none_found
494,TELKWA ROUND LAKE,1931_1960,494,0,0,resolve_none_found
491,TELKWA,1991_2020,491,0,0,resolve_none_found
491,TELKWA,1981_2010,491,0,0,resolve_none_found
491,TELKWA,1971_2000,491,0,0,resolve_none_found
491,TELKWA,1961_1990,491,0,0,resolve_none_found
491,TELKWA,1951_1980,491,0,0,resolve_none_found
491,TELKWA,1941_1970,491,0,0,resolve_none_found
491,TELKWA,1931_1960,491,0,0,resolve_none_found
652,TACHIE 1SE,1991_2020,652,0,0,resolve_none_found
652,TACHIE 1SE,1981_2010,652,0,0,resolve_none_found
652,TACHIE 1SE,1971_2000,652,0,0,resolve_none_found
652,TACHIE 1SE,1961_1990,652,0,0,resolve_none_found
652,TACHIE 1SE,1951_1980,652,0,0,resolve_none_found
652,TACHIE 1SE,1941_1970,652,0,0,resolve_none_found
652,TACHIE 1SE,1931_1960,652,0,0,resolve_none_found
485,QUICK,1991_2020,485,0,0,resolve_none_found
485,QUICK,1981_2010,485,0,0,resolve_none_found
485,QUICK,1971_2000,485,0,0,resolve_none_found
485,QUICK,1961_1990,485,0,0,resolve_none_found
485,QUICK,1951_1980,485,0,0,resolve_none_found
485,QUICK,1941_1970,485,0,0,resolve_none_found
485,QUICK,1931_1960,485,0,0,resolve_none_found
55363,FORT ST JAMES GOLF CLUB,1991_2020,55363,0,0,resolve_none_found
55363,FORT ST JAMES GOLF CLUB,1981_2010,55363,0,0,resolve_none_found
55363,FORT ST JAMES GOLF CLUB,1971_2000,55363,0,0,resolve_none_found
55363,FORT ST JAMES GOLF CLUB,1961_1990,55363,0,0,resolve_none_found
55363,FORT ST JAMES GOLF CLUB,1951_1980,55363,0,0,resolve_none_found
55363,FORT ST JAMES GOLF CLUB,1941_1970,55363,0,0,resolve_none_found
55363,FORT ST JAMES GOLF CLUB,1931_1960,55363,0,0,resolve_none_found
51538,FORT ST JAMES AUTO,1991_2020,51538,0,0,resolve_none_found
51538,FORT ST JAMES AUTO,1981_2010,51538,0,0,resolve_none_found
51538,FORT ST JAMES AUTO,1971_2000,51538,0,0,resolve_none_found
51538,FORT ST JAMES AUTO,1961_1990,51538,0,0,resolve_none_found
51538,FORT ST JAMES AUTO,1951_1980,51538,0,0,resolve_none_found
51538,FORT ST JAMES AUTO,1941_1970,51538,0,0,resolve_none_found
51538,FORT ST JAMES AUTO,1931_1960,51538,0,0,resolve_none_found
588,FORT ST JAMES,1991_2020,588,0,0,resolve_none_found
588,FORT ST JAMES,1981_2010,588,0,0,resolve_none_found
588,FORT ST JAMES,1971_2000,588,0,0,resolve_none_found
588,FORT ST JAMES,1961_1990,588,0,0,resolve_none_found
588,FORT ST JAMES,1951_1980,588,0,0,resolve_none_found
588,FORT ST JAMES,1941_1970,588,0,0,resolve_none_found
588,FORT ST JAMES,1931_1960,588,0,0,resolve_none_found
456,BABINE LAKE PINKUT CREEK,1991_2020,456,0,0,resolve_none_found
456,BABINE LAKE PINKUT CREEK,1981_2010,456,0,0,resolve_none_found
456,BABINE LAKE PINKUT CREEK,1971_2000,456,0,0,resolve_none_found
456,BABINE LAKE PINKUT CREEK,1961_1990,456,0,0,resolve_none_found
456,BABINE LAKE PINKUT CREEK,1951_1980,456,0,0,resolve_none_found
456,BABINE LAKE PINKUT CREEK,1941_1970,456,0,0,resolve_none_found
456,BABINE LAKE PINKUT CREEK,1931_1960,456,0,0,resolve_none_found
589,FORT ST JAMES A,1991_2020,589,0,0,resolve_none_found
589,FORT ST JAMES A,1981_2010,589,0,0,resolve_none_found
589,FORT ST JAMES A,1971_2000,589,0,0,resolve_none_found
589,FORT ST JAMES A,1961_1990,589,0,0,resolve_none_found
589,FORT ST JAMES A,1951_1980,589,0,0,resolve_none_found
589,FORT ST JAMES A,1941_1970,589,0,0,resolve_none_found
589,FORT ST JAMES A,1931_1960,589,0,0,resolve_none_found
470,HOUSTON,1991_2020,470,0,0,resolve_none_found
470,HOUSTON,1981_2010,470,0,0,resolve_none_found
470,HOUSTON,1971_2000,470,0,0,resolve_none_found
470,HOUSTON,1961_1990,470,0,0,resolve_none_found
470,HOUSTON,1951_1980,470,0,0,resolve_none_found
470,HOUSTON,1941_1970,470,0,0,resolve_none_found
470,HOUSTON,1931_1960,470,0,0,resolve_none_found
469,HOUSTON,1991_2020,469,0,0,resolve_none_found
469,HOUSTON,1981_2010,469,0,0,resolve_none_found
469,HOUSTON,1971_2000,469,0,0,resolve_none_found
469,HOUSTON,1961_1990,469,0,0,resolve_none_found
469,HOUSTON,1951_1980,469,0,0,resolve_none_found
469,HOUSTON,1941_1970,469,0,0,resolve_none_found
469,HOUSTON,1931_1960,469,0,0,resolve_none_found
574,BURNS LAKE DECKER LAKE,1991_2020,574,0,0,resolve_none_found
574,BURNS LAKE DECKER LAKE,1981_2010,574,0,0,resolve_none_found
574,BURNS LAKE DECKER LAKE,1971_2000,574,0,0,resolve_none_found
574,BURNS LAKE DECKER LAKE,1961_1990,574,0,0,resolve_none_found
574,BURNS LAKE DECKER LAKE,1951_1980,574,0,0,resolve_none_found
574,BURNS LAKE DECKER LAKE,1941_1970,574,0,0,resolve_none_found
574,BURNS LAKE DECKER LAKE,1931_1960,574,0,0,resolve_none_found
479,MORICE RIVER HOUSTON,1991_2020,479,0,0,resolve_none_found
479,MORICE RIVER HOUSTON,1981_2010,479,0,0,resolve_none_found
479,MORICE RIVER HOUSTON,1971_2000,479,0,0,resolve_none_found
479,MORICE RIVER HOUSTON,1961_1990,479,0,0,resolve_none_found
479,MORICE RIVER HOUSTON,1951_1980,479,0,0,resolve_none_found
479,MORICE RIVER HOUSTON,1941_1970,479,0,0,resolve_none_found
479,MORICE RIVER HOUSTON,1931_1960,479,0,0,resolve_none_found
1441,SUMMIT LAKE BCFS,1991_2020,1441,0,0,resolve_none_found
1441,SUMMIT LAKE BCFS,1981_2010,1441,0,0,resolve_none_found
1441,SUMMIT LAKE BCFS,1971_2000,1441,0,0,resolve_none_found
1441,SUMMIT LAKE BCFS,1961_1990,1441,0,0,resolve_none_found
1441,SUMMIT LAKE BCFS,1951_1980,1441,0,0,resolve_none_found
1441,SUMMIT LAKE BCFS,1941_1970,1441,0,0,resolve_none_found
1441,SUMMIT LAKE BCFS,1931_1960,1441,0,0,resolve_none_found
573,BURNS LAKE DECKER LAKE,1991_2020,573,0,0,resolve_none_found
573,BURNS LAKE DECKER LAKE,1981_2010,573,0,0,resolve_none_found
573,BURNS LAKE DECKER LAKE,1971_2000,573,0,0,resolve_none_found
573,BURNS LAKE DECKER LAKE,1961_1990,573,0,0,resolve_none_found
573,BURNS LAKE DECKER LAKE,1951_1980,573,0,0,resolve_none_found
573,BURNS LAKE DECKER LAKE,1941_1970,573,0,0,resolve_none_found
573,BURNS LAKE DECKER LAKE,1931_1960,573,0,0,resolve_none_found
572,BURNS LAKE,1991_2020,572,0,0,resolve_none_found
572,BURNS LAKE,1981_2010,572,0,0,resolve_none_found
572,BURNS LAKE,1971_2000,572,0,0,resolve_none_found
572,BURNS LAKE,1961_1990,572,0,0,resolve_none_found
572,BURNS LAKE,1951_1980,572,0,0,resolve_none_found
572,BURNS LAKE,1941_1970,572,0,0,resolve_none_found
572,BURNS LAKE,1931_1960,572,0,0,resolve_none_found
478,MORICE RIVER FDR,1991_2020,478,0,0,resolve_none_found
478,MORICE RIVER FDR,1981_2010,478,0,0,resolve_none_found
478,MORICE RIVER FDR,1971_2000,478,0,0,resolve_none_found
478,MORICE RIVER FDR,1961_1990,478,0,0,resolve_none_found
478,MORICE RIVER FDR,1951_1980,478,0,0,resolve_none_found
478,MORICE RIVER FDR,1941_1970,478,0,0,resolve_none_found
478,MORICE RIVER FDR,1931_1960,478,0,0,resolve_none_found
461,EQUITY SILVER,1991_2020,461,0,0,resolve_none_found
461,EQUITY SILVER,1981_2010,461,0,0,resolve_none_found
461,EQUITY SILVER,1971_2000,461,0,0,resolve_none_found
461,EQUITY SILVER,1961_1990,461,0,0,resolve_none_found
461,EQUITY SILVER,1951_1980,461,0,0,resolve_none_found
461,EQUITY SILVER,1941_1970,461,0,0,resolve_none_found
461,EQUITY SILVER,1931_1960,461,0,0,resolve_none_found
526,NADINA RIVER,1991_2020,526,0,0,resolve_none_found
526,NADINA RIVER,1981_2010,526,0,0,resolve_none_found
526,NADINA RIVER,1971_2000,526,0,0,resolve_none_found
526,NADINA RIVER,1961_1990,526,0,0,resolve_none_found
526,NADINA RIVER,1951_1980,526,0,0,resolve_none_found
526,NADINA RIVER,1941_1970,526,0,0,resolve_none_found
526,NADINA RIVER,1931_1960,526,0,0,resolve_none_found
471,HOUSTON GOOSLY LAKE,1991_2020,471,0,0,resolve_none_found
471,HOUSTON GOOSLY LAKE,1981_2010,471,0,0,resolve_none_found
471,HOUSTON GOOSLY LAKE,1971_2000,471,0,0,resolve_none_found
471,HOUSTON GOOSLY LAKE,1961_1990,471,0,0,resolve_none_found
471,HOUSTON GOOSLY LAKE,1951_1980,471,0,0,resolve_none_found
471,HOUSTON GOOSLY LAKE,1941_1970,471,0,0,resolve_none_found
471,HOUSTON GOOSLY LAKE,1931_1960,471,0,0,resolve_none_found
6825,BURNS LAKE 10 SOUTH,1991_2020,6825,0,0,resolve_none_found
6825,BURNS LAKE 10 SOUTH,1981_2010,6825,0,0,resolve_none_found
6825,BURNS LAKE 10 SOUTH,1971_2000,6825,0,0,resolve_none_found
6825,BURNS LAKE 10 SOUTH,1961_1990,6825,0,0,resolve_none_found
6825,BURNS LAKE 10 SOUTH,1951_1980,6825,0,0,resolve_none_found
6825,BURNS LAKE 10 SOUTH,1941_1970,6825,0,0,resolve_none_found
6825,BURNS LAKE 10 SOUTH,1931_1960,6825,0,0,resolve_none_found
647,SALMON VAL ERICKSON RD,1991_2020,647,0,0,resolve_none_found
647,SALMON VAL ERICKSON RD,1981_2010,647,0,0,resolve_none_found
647,SALMON VAL ERICKSON RD,1971_2000,647,0,0,resolve_none_found
647,SALMON VAL ERICKSON RD,1961_1990,647,0,0,resolve_none_found
647,SALMON VAL ERICKSON RD,1951_1980,647,0,0,resolve_none_found
647,SALMON VAL ERICKSON RD,1941_1970,647,0,0,resolve_none_found
647,SALMON VAL ERICKSON RD,1931_1960,647,0,0,resolve_none_found
558,FRASER LAKE NORTH SHORE,1991_2020,558,0,0,resolve_none_found
558,FRASER LAKE NORTH SHORE,1981_2010,558,0,0,resolve_none_found
558,FRASER LAKE NORTH SHORE,1971_2000,558,0,0,resolve_none_found
558,FRASER LAKE NORTH SHORE,1961_1990,558,0,0,resolve_none_found
558,FRASER LAKE NORTH SHORE,1951_1980,558,0,0,resolve_none_found
558,FRASER LAKE NORTH SHORE,1941_1970,558,0,0,resolve_none_found
558,FRASER LAKE NORTH SHORE,1931_1960,558,0,0,resolve_none_found
565,ALEZA LAKE,1991_2020,565,0,0,resolve_none_found
565,ALEZA LAKE,1981_2010,565,0,0,resolve_none_found
565,ALEZA LAKE,1971_2000,565,0,0,resolve_none_found
565,ALEZA LAKE,1961_1990,565,0,0,resolve_none_found
565,ALEZA LAKE,1951_1980,565,0,0,resolve_none_found
565,ALEZA LAKE,1941_1970,565,0,0,resolve_none_found
565,ALEZA LAKE,1931_1960,565,0,0,resolve_none_found
591,GISCOME,1991_2020,591,0,0,resolve_none_found
591,GISCOME,1981_2010,591,0,0,resolve_none_found
591,GISCOME,1971_2000,591,0,0,resolve_none_found
591,GISCOME,1961_1990,591,0,0,resolve_none_found
591,GISCOME,1951_1980,591,0,0,resolve_none_found
591,GISCOME,1941_1970,591,0,0,resolve_none_found
591,GISCOME,1931_1960,591,0,0,resolve_none_found
624,OLD SUMMIT RD NORTH,1991_2020,624,0,0,resolve_none_found
624,OLD SUMMIT RD NORTH,1981_2010,624,0,0,resolve_none_found
624,OLD SUMMIT RD NORTH,1971_2000,624,0,0,resolve_none_found
624,OLD SUMMIT RD NORTH,1961_1990,624,0,0,resolve_none_found
624,OLD SUMMIT RD NORTH,1951_1980,624,0,0,resolve_none_found
624,OLD SUMMIT RD NORTH,1941_1970,624,0,0,resolve_none_found
624,OLD SUMMIT RD NORTH,1931_1960,624,0,0,resolve_none_found
577,CHIEF LAKE,1991_2020,577,0,0,resolve_none_found
577,CHIEF LAKE,1981_2010,577,0,0,resolve_none_found
577,CHIEF LAKE,1971_2000,577,0,0,resolve_none_found
577,CHIEF LAKE,1961_1990,577,0,0,resolve_none_found
577,CHIEF LAKE,1951_1980,577,0,0,resolve_none_found
577,CHIEF LAKE,1941_1970,577,0,0,resolve_none_found
577,CHIEF LAKE,1931_1960,577,0,0,resolve_none_found
584,ENDAKO SAVORY,1991_2020,584,0,0,resolve_none_found
584,ENDAKO SAVORY,1981_2010,584,0,0,resolve_none_found
584,ENDAKO SAVORY,1971_2000,584,0,0,resolve_none_found
584,ENDAKO SAVORY,1961_1990,584,0,0,resolve_none_found
584,ENDAKO SAVORY,1951_1980,584,0,0,resolve_none_found
584,ENDAKO SAVORY,1941_1970,584,0,0,resolve_none_found
584,ENDAKO SAVORY,1931_1960,584,0,0,resolve_none_found
586,FORT FRASER,1991_2020,586,0,0,resolve_none_found
586,FORT FRASER,1981_2010,586,0,0,resolve_none_found
586,FORT FRASER,1971_2000,586,0,0,resolve_none_found
586,FORT FRASER,1961_1990,586,0,0,resolve_none_found
586,FORT FRASER,1951_1980,586,0,0,resolve_none_found
586,FORT FRASER,1941_1970,586,0,0,resolve_none_found
586,FORT FRASER,1931_1960,586,0,0,resolve_none_found
654,VANDERHOOF BRAESIDE RD,1991_2020,654,0,0,resolve_none_found
654,VANDERHOOF BRAESIDE RD,1981_2010,654,0,0,resolve_none_found
654,VANDERHOOF BRAESIDE RD,1971_2000,654,0,0,resolve_none_found
654,VANDERHOOF BRAESIDE RD,1961_1990,654,0,0,resolve_none_found
654,VANDERHOOF BRAESIDE RD,1951_1980,654,0,0,resolve_none_found
654,VANDERHOOF BRAESIDE RD,1941_1970,654,0,0,resolve_none_found
654,VANDERHOOF BRAESIDE RD,1931_1960,654,0,0,resolve_none_found
557,FRASER LAKE NORTH SHORE,1991_2020,557,0,0,resolve_none_found
557,FRASER LAKE NORTH SHORE,1981_2010,557,0,0,resolve_none_found
557,FRASER LAKE NORTH SHORE,1971_2000,557,0,0,resolve_none_found
557,FRASER LAKE NORTH SHORE,1961_1990,557,0,0,resolve_none_found
557,FRASER LAKE NORTH SHORE,1951_1980,557,0,0,resolve_none_found
557,FRASER LAKE NORTH SHORE,1941_1970,557,0,0,resolve_none_found
557,FRASER LAKE NORTH SHORE,1931_1960,557,0,0,resolve_none_found
668,WILLOW RIVER,1991_2020,668,0,0,resolve_none_found
668,WILLOW RIVER,1981_2010,668,0,0,resolve_none_found
668,WILLOW RIVER,1971_2000,668,0,0,resolve_none_found
668,WILLOW RIVER,1961_1990,668,0,0,resolve_none_found
668,WILLOW RIVER,1951_1980,668,0,0,resolve_none_found
668,WILLOW RIVER,1941_1970,668,0,0,resolve_none_found
668,WILLOW RIVER,1931_1960,668,0,0,resolve_none_found
633,PRINCE GEORGE 15NW,1991_2020,633,0,0,resolve_none_found
633,PRINCE GEORGE 15NW,1981_2010,633,0,0,resolve_none_found
633,PRINCE GEORGE 15NW,1971_2000,633,0,0,resolve_none_found
633,PRINCE GEORGE 15NW,1961_1990,633,0,0,resolve_none_found
633,PRINCE GEORGE 15NW,1951_1980,633,0,0,resolve_none_found
633,PRINCE GEORGE 15NW,1941_1970,633,0,0,resolve_none_found
633,PRINCE GEORGE 15NW,1931_1960,633,0,0,resolve_none_found
660,VANDERHOOF,1991_2020,660,0,0,resolve_none_found
660,VANDERHOOF,1981_2010,660,0,0,resolve_none_found
660,VANDERHOOF,1971_2000,660,0,0,resolve_none_found
660,VANDERHOOF,1961_1990,660,0,0,resolve_none_found
660,VANDERHOOF,1951_1980,660,0,0,resolve_none_found
660,VANDERHOOF,1941_1970,660,0,0,resolve_none_found
660,VANDERHOOF,1931_1960,660,0,0,resolve_none_found
661,VANDERHOOF,1991_2020,661,0,0,resolve_none_found
661,VANDERHOOF,1981_2010,661,0,0,resolve_none_found
661,VANDERHOOF,1971_2000,661,0,0,resolve_none_found
661,VANDERHOOF,1961_1990,661,0,0,resolve_none_found
661,VANDERHOOF,1951_1980,661,0,0,resolve_none_found
661,VANDERHOOF,1941_1970,661,0,0,resolve_none_found
661,VANDERHOOF,1931_1960,661,0,0,resolve_none_found
546,SOUTHBANK,1991_2020,546,0,0,resolve_none_found
546,SOUTHBANK,1981_2010,546,0,0,resolve_none_found
546,SOUTHBANK,1971_2000,546,0,0,resolve_none_found
546,SOUTHBANK,1961_1990,546,0,0,resolve_none_found
546,SOUTHBANK,1951_1980,546,0,0,resolve_none_found
546,SOUTHBANK,1941_1970,546,0,0,resolve_none_found
546,SOUTHBANK,1931_1960,546,0,0,resolve_none_found
583,ENDAKO MINE,1991_2020,583,0,0,resolve_none_found
583,ENDAKO MINE,1981_2010,583,0,0,resolve_none_found
583,ENDAKO MINE,1971_2000,583,0,0,resolve_none_found
583,ENDAKO MINE,1961_1990,583,0,0,resolve_none_found
583,ENDAKO MINE,1951_1980,583,0,0,resolve_none_found
583,ENDAKO MINE,1941_1970,583,0,0,resolve_none_found
583,ENDAKO MINE,1931_1960,583,0,0,resolve_none_found
585,ENGEN,1991_2020,585,0,0,resolve_none_found
585,ENGEN,1981_2010,585,0,0,resolve_none_found
585,ENGEN,1971_2000,585,0,0,resolve_none_found
585,ENGEN,1961_1990,585,0,0,resolve_none_found
585,ENGEN,1951_1980,585,0,0,resolve_none_found
585,ENGEN,1941_1970,585,0,0,resolve_none_found
585,ENGEN,1931_1960,585,0,0,resolve_none_found
655,VANDERHOOF,1991_2020,655,0,0,resolve_none_found
655,VANDERHOOF,1981_2010,655,0,0,resolve_none_found
655,VANDERHOOF,1971_2000,655,0,0,resolve_none_found
655,VANDERHOOF,1961_1990,655,0,0,resolve_none_found
655,VANDERHOOF,1951_1980,655,0,0,resolve_none_found
