"Date","Year","Month","Basin_Mean","Basin_Median","Basin_Min","Basin_Max","Basin_SD","Valid_Pixels","Total_Pixels","Coverage_Pct","Date_formatted"
"2007-01",2007,1,-0.292,-0.122,-1.715,1.377,0.8,863,863,100,2007-01-01
"2007-02",2007,2,-0.349,-0.389,-1.61,1.389,0.814,863,863,100,2007-02-01
"2007-03",2007,3,-0.701,-0.998,-2.51,2.038,1.314,863,863,100,2007-03-01
"2007-04",2007,4,-0.832,-1.456,-2.505,2.1,1.487,863,863,100,2007-04-01
"2007-05",2007,5,-0.682,-0.846,-2.372,1.864,1.254,863,863,100,2007-05-01
"2007-06",2007,6,-0.822,-1.376,-2.53,2.519,1.688,863,863,100,2007-06-01
"2007-07",2007,7,-0.732,-1.026,-2.558,2.516,1.68,863,863,100,2007-07-01
"2007-08",2007,8,-0.818,-1.539,-2.631,2.631,1.849,863,863,100,2007-08-01
"2007-09",2007,9,-0.687,-1.23,-2.236,2.252,1.521,863,863,100,2007-09-01
"2007-10",2007,10,-0.735,-1.312,-2.302,2.321,1.623,863,863,100,2007-10-01
"2007-11",2007,11,-0.665,-1.415,-2.163,2.144,1.489,863,863,100,2007-11-01
"2007-12",2007,12,-0.482,-1.033,-1.805,1.814,1.141,863,863,100,2007-12-01
"2008-01",2008,1,-0.274,-0.571,-1.132,1.182,0.696,863,863,100,2008-01-01
"2008-02",2008,2,-0.24,-0.458,-1.188,1.256,0.617,863,863,100,2008-02-01
"2008-03",2008,3,-0.139,-0.088,-1.387,1.318,0.575,863,863,100,2008-03-01
"2008-04",2008,4,-0.064,-0.042,-0.971,0.888,0.417,863,863,100,2008-04-01
"2008-05",2008,5,-0.003,-0.071,-0.87,0.73,0.397,863,863,100,2008-05-01
"2008-06",2008,6,0.216,0.431,-1.51,1.431,0.814,863,863,100,2008-06-01
"2008-07",2008,7,0.284,0.69,-1.795,1.626,0.996,863,863,100,2008-07-01
"2008-08",2008,8,-0.143,-0.194,-1.048,0.958,0.407,863,863,100,2008-08-01
"2008-09",2008,9,0.209,0.293,-1.494,1.468,0.733,863,863,100,2008-09-01
"2008-10",2008,10,0.323,0.546,-1.595,1.618,0.903,863,863,100,2008-10-01
"2008-11",2008,11,-0.08,-0.065,-1.107,0.807,0.345,863,863,100,2008-11-01
"2008-12",2008,12,-0.077,-0.14,-0.691,0.615,0.288,863,863,100,2008-12-01
"2009-01",2009,1,-0.052,-0.091,-0.694,0.799,0.297,863,863,100,2009-01-01
"2009-02",2009,2,0.034,0.081,-0.644,0.678,0.308,863,863,100,2009-02-01
"2009-03",2009,3,-0.034,-0.018,-0.737,0.519,0.257,863,863,100,2009-03-01
"2009-04",2009,4,-0.107,-0.14,-1.011,0.765,0.35,863,863,100,2009-04-01
"2009-05",2009,5,-0.116,-0.245,-0.909,0.922,0.497,863,863,100,2009-05-01
"2009-06",2009,6,0.053,0.017,-0.604,0.792,0.255,863,863,100,2009-06-01
"2009-07",2009,7,0.054,0.034,-0.591,0.771,0.256,863,863,100,2009-07-01
"2009-08",2009,8,0.286,0.416,-0.782,0.945,0.416,863,863,100,2009-08-01
"2009-09",2009,9,0.25,0.266,-0.898,1.173,0.447,863,863,100,2009-09-01
"2009-10",2009,10,0.15,0.133,-0.715,0.81,0.302,863,863,100,2009-10-01
"2009-11",2009,11,-0.121,-0.006,-1.255,0.475,0.399,863,863,100,2009-11-01
"2009-12",2009,12,0.242,0.4,-1.281,1.287,0.546,863,863,100,2009-12-01
"2010-01",2010,1,0.355,0.641,-1.206,1.222,0.691,863,863,100,2010-01-01
"2010-02",2010,2,0.564,1.036,-1.543,1.562,1.006,863,863,100,2010-02-01
"2010-03",2010,3,0.639,1.221,-1.765,1.908,1.257,863,863,100,2010-03-01
"2010-04",2010,4,0.68,1.189,-1.573,1.775,1.051,863,863,100,2010-04-01
"2010-05",2010,5,0.573,0.826,-1.578,1.717,0.746,863,863,100,2010-05-01
"2010-06",2010,6,0.566,0.89,-1.764,1.83,0.891,863,863,100,2010-06-01
"2010-07",2010,7,0.868,1.661,-2.297,2.323,1.635,863,863,100,2010-07-01
"2010-08",2010,8,0.824,1.541,-2.061,2.135,1.504,863,863,100,2010-08-01
"2010-09",2010,9,0.197,0.139,-1.248,1.326,0.68,863,863,100,2010-09-01
"2010-10",2010,10,0.119,-0.014,-1.183,1.326,0.774,863,863,100,2010-10-01
"2010-11",2010,11,0.15,-0.099,-1.199,1.483,0.707,863,863,100,2010-11-01
"2010-12",2010,12,0.308,0.214,-1.231,1.404,0.768,863,863,100,2010-12-01
"2011-01",2011,1,-0.022,-0.07,-0.646,0.74,0.381,863,863,100,2011-01-01
"2011-02",2011,2,-0.246,-0.306,-1.171,0.945,0.554,863,863,100,2011-02-01
"2011-03",2011,3,-0.208,-0.269,-1.105,0.927,0.522,863,863,100,2011-03-01
"2011-04",2011,4,-0.118,-0.135,-0.976,0.945,0.488,863,863,100,2011-04-01
"2011-05",2011,5,-0.612,-1.192,-2.249,2.099,1.464,863,863,100,2011-05-01
"2011-06",2011,6,-0.518,-1.156,-1.995,2.151,1.395,863,863,100,2011-06-01
"2011-07",2011,7,-0.906,-1.84,-2.492,2.466,1.901,863,863,100,2011-07-01
"2011-08",2011,8,-0.717,-1.418,-2.047,1.936,1.406,863,863,100,2011-08-01
"2011-09",2011,9,-0.877,-1.546,-2.529,2.408,1.696,863,863,100,2011-09-01
"2011-10",2011,10,-0.591,-0.629,-2.186,1.869,1.105,863,863,100,2011-10-01
"2011-11",2011,11,-0.665,-0.855,-2.385,2.098,1.344,863,863,100,2011-11-01
"2011-12",2011,12,-0.643,-0.656,-2.449,1.949,1.258,863,863,100,2011-12-01
"2012-01",2012,1,-0.782,-0.881,-2.696,2.336,1.59,863,863,100,2012-01-01
"2012-02",2012,2,-0.633,-0.693,-2.297,1.997,1.32,863,863,100,2012-02-01
"2012-03",2012,3,-0.558,-0.559,-2.131,1.81,1.179,863,863,100,2012-03-01
"2012-04",2012,4,-0.608,-1.135,-2.051,2.141,1.352,863,863,100,2012-04-01
"2012-05",2012,5,-0.309,-0.347,-1.505,1.323,0.814,863,863,100,2012-05-01
"2012-06",2012,6,-0.512,-0.603,-2.241,2.107,1.003,863,863,100,2012-06-01
"2012-07",2012,7,-0.29,-0.182,-1.617,1.33,0.532,863,863,100,2012-07-01
"2012-08",2012,8,-0.119,-0.134,-0.714,0.633,0.283,863,863,100,2012-08-01
"2012-09",2012,9,0.297,0.687,-1.668,1.626,0.95,863,863,100,2012-09-01
"2012-10",2012,10,0.271,0.612,-1.238,1.203,0.746,863,863,100,2012-10-01
"2012-11",2012,11,0.449,0.802,-1.525,1.619,0.972,863,863,100,2012-11-01
"2012-12",2012,12,0.541,0.848,-1.846,1.998,1.186,863,863,100,2012-12-01
"2013-01",2013,1,0.697,1.281,-2.164,2.224,1.479,863,863,100,2013-01-01
"2013-02",2013,2,0.531,1.088,-1.997,1.988,1.346,863,863,100,2013-02-01
"2013-03",2013,3,0.481,0.951,-1.918,1.929,1.235,863,863,100,2013-03-01
"2013-04",2013,4,0.253,0.436,-1.489,1.524,0.893,863,863,100,2013-04-01
"2013-05",2013,5,-0.058,-0.005,-1.355,1.095,0.528,863,863,100,2013-05-01
"2013-06",2013,6,-0.335,-0.356,-1.686,1.609,0.789,863,863,100,2013-06-01
"2013-07",2013,7,-0.101,-0.112,-0.841,0.644,0.32,863,863,100,2013-07-01
"2013-08",2013,8,-0.181,-0.246,-1.046,0.646,0.318,863,863,100,2013-08-01
"2013-09",2013,9,-0.1,-0.079,-0.73,0.488,0.231,863,863,100,2013-09-01
"2013-10",2013,10,0.185,0.167,-1.006,1.158,0.558,863,863,100,2013-10-01
"2013-11",2013,11,0.355,0.529,-1.481,1.596,0.893,863,863,100,2013-11-01
"2013-12",2013,12,-0.029,-0.048,-1.196,0.951,0.551,863,863,100,2013-12-01
"2014-01",2014,1,0.036,-0.037,-1.352,1.157,0.654,863,863,100,2014-01-01
"2014-02",2014,2,0.194,0.111,-1.23,1.311,0.709,863,863,100,2014-02-01
"2014-03",2014,3,0.072,0.08,-0.915,0.986,0.471,863,863,100,2014-03-01
"2014-04",2014,4,-0.107,0.045,-1.443,1.213,0.623,863,863,100,2014-04-01
"2014-05",2014,5,-0.165,-0.091,-1.108,1.023,0.48,863,863,100,2014-05-01
"2014-06",2014,6,0.126,0.171,-1.218,1.247,0.535,863,863,100,2014-06-01
"2014-07",2014,7,0.272,0.513,-1.774,1.772,0.889,863,863,100,2014-07-01
"2014-08",2014,8,0.552,1.177,-2.135,2.165,1.356,863,863,100,2014-08-01
"2014-09",2014,9,0.689,1.483,-2.157,2.178,1.497,863,863,100,2014-09-01
"2014-10",2014,10,0.248,0.403,-1.033,1.388,0.606,863,863,100,2014-10-01
"2014-11",2014,11,-0.025,-0.016,-0.589,0.426,0.213,863,863,100,2014-11-01
"2014-12",2014,12,0.12,0.25,-0.588,0.749,0.343,863,863,100,2014-12-01
"2015-01",2015,1,-0.222,-0.406,-0.921,0.898,0.488,863,863,100,2015-01-01
"2015-02",2015,2,-0.365,-0.757,-1.546,1.429,0.937,863,863,100,2015-02-01
"2015-03",2015,3,-0.636,-1.346,-2.073,1.999,1.347,863,863,100,2015-03-01
"2015-04",2015,4,-0.67,-1.468,-2.032,1.888,1.399,863,863,100,2015-04-01
"2015-05",2015,5,-0.625,-1.335,-2.012,2.043,1.428,863,863,100,2015-05-01
"2015-06",2015,6,-0.447,-0.92,-1.715,1.743,1.101,863,863,100,2015-06-01
"2015-07",2015,7,-0.284,-0.489,-1.266,1.173,0.614,863,863,100,2015-07-01
"2015-08",2015,8,-0.301,-0.426,-1.44,1.41,0.756,863,863,100,2015-08-01
"2015-09",2015,9,-0.267,-0.29,-1.582,1.304,0.725,863,863,100,2015-09-01
"2015-10",2015,10,-0.136,-0.066,-1.149,0.991,0.397,863,863,100,2015-10-01
"2015-11",2015,11,0.222,0.392,-1.266,1.371,0.727,863,863,100,2015-11-01
"2015-12",2015,12,0.196,0.369,-1.172,1.05,0.622,863,863,100,2015-12-01
"2016-01",2016,1,0.404,0.873,-1.648,1.477,0.973,863,863,100,2016-01-01
"2016-02",2016,2,0.249,0.599,-1.181,1.141,0.678,863,863,100,2016-02-01
"2016-03",2016,3,0.238,0.373,-0.965,1.041,0.548,863,863,100,2016-03-01
"2016-04",2016,4,0.221,0.31,-0.705,0.967,0.431,863,863,100,2016-04-01
"2016-05",2016,5,0.348,0.636,-1.234,1.309,0.763,863,863,100,2016-05-01
"2016-06",2016,6,0.029,-0.028,-1.128,1.176,0.571,863,863,100,2016-06-01
"2016-07",2016,7,-0.254,-0.297,-1.396,1.254,0.651,863,863,100,2016-07-01
"2016-08",2016,8,-0.441,-0.756,-2.039,1.541,0.905,863,863,100,2016-08-01
"2016-09",2016,9,-0.577,-1.11,-2.141,1.802,1.134,863,863,100,2016-09-01
"2016-10",2016,10,-0.436,-0.621,-2.188,1.736,1.159,863,863,100,2016-10-01
"2016-11",2016,11,-0.528,-1.016,-1.933,1.633,1.087,863,863,100,2016-11-01
"2016-12",2016,12,-0.347,-0.628,-1.595,1.58,0.806,863,863,100,2016-12-01
"2017-01",2017,1,-0.347,-0.562,-1.592,1.576,0.78,863,863,100,2017-01-01
"2017-02",2017,2,-0.143,-0.223,-1.16,1.171,0.529,863,863,100,2017-02-01
"2017-03",2017,3,-0.254,-0.436,-1.284,1.25,0.565,863,863,100,2017-03-01
"2017-04",2017,4,-0.333,-0.555,-1.593,1.594,0.857,863,863,100,2017-04-01
"2017-05",2017,5,-0.34,-0.645,-1.739,1.81,0.968,863,863,100,2017-05-01
"2017-06",2017,6,-0.131,-0.361,-1.314,1.317,0.645,863,863,100,2017-06-01
"2017-07",2017,7,0.085,0.057,-0.993,1.114,0.483,863,863,100,2017-07-01
"2017-08",2017,8,0.24,0.197,-1.399,1.449,0.65,863,863,100,2017-08-01
"2017-09",2017,9,0.029,0.009,-0.804,1.046,0.453,863,863,100,2017-09-01
"2017-10",2017,10,-0.284,-0.328,-1.737,1.696,0.796,863,863,100,2017-10-01
"2017-11",2017,11,-0.446,-0.802,-1.924,1.856,1.046,863,863,100,2017-11-01
"2017-12",2017,12,0.022,-0.013,-0.84,0.864,0.315,863,863,100,2017-12-01
"2018-01",2018,1,0.127,0.122,-0.509,0.83,0.246,863,863,100,2018-01-01
"2018-02",2018,2,-0.126,-0.348,-1.153,1.257,0.73,863,863,100,2018-02-01
"2018-03",2018,3,-0.255,-0.596,-1.648,1.639,1.073,863,863,100,2018-03-01
"2018-04",2018,4,-0.153,-0.424,-1.609,1.638,0.965,863,863,100,2018-04-01
"2018-05",2018,5,0.098,0.137,-1.064,1.189,0.452,863,863,100,2018-05-01
"2018-06",2018,6,0.114,0.086,-1.448,1.402,0.48,863,863,100,2018-06-01
"2018-07",2018,7,0.193,0.117,-1.64,1.637,0.521,863,863,100,2018-07-01
"2018-08",2018,8,0.618,1.159,-2.152,2.181,1.255,863,863,100,2018-08-01
"2018-09",2018,9,0.553,0.953,-2.258,2.263,1.191,863,863,100,2018-09-01
"2018-10",2018,10,0.811,1.476,-2.278,2.318,1.58,863,863,100,2018-10-01
"2018-11",2018,11,0.548,0.799,-2.017,2.022,1.121,863,863,100,2018-11-01
"2018-12",2018,12,0.277,0.234,-1.703,1.726,0.697,863,863,100,2018-12-01
"2019-01",2019,1,0.213,0.232,-1.138,1.138,0.57,863,863,100,2019-01-01
"2019-02",2019,2,0.349,0.374,-1.4,1.529,0.754,863,863,100,2019-02-01
"2019-03",2019,3,0.494,0.697,-1.844,1.886,1.012,863,863,100,2019-03-01
"2019-04",2019,4,0.519,0.871,-1.521,1.678,0.977,863,863,100,2019-04-01
"2019-05",2019,5,0.492,0.839,-1.522,1.836,0.924,863,863,100,2019-05-01
"2019-06",2019,6,0.381,0.655,-1.625,1.65,0.841,863,863,100,2019-06-01
"2019-07",2019,7,-0.067,-0.021,-1.378,0.934,0.57,863,863,100,2019-07-01
"2019-08",2019,8,-0.124,-0.242,-1.387,1.269,0.57,863,863,100,2019-08-01
"2019-09",2019,9,-0.163,-0.211,-1.515,1.308,0.637,863,863,100,2019-09-01
"2019-10",2019,10,-0.107,-0.292,-1.855,1.678,0.798,863,863,100,2019-10-01
"2019-11",2019,11,-0.204,-0.545,-2.095,1.888,0.972,863,863,100,2019-11-01
"2019-12",2019,12,-0.147,-0.3,-1.549,1.3,0.724,863,863,100,2019-12-01
"2020-01",2020,1,-0.595,-1.203,-2.146,2.034,1.325,863,863,100,2020-01-01
"2020-02",2020,2,-0.65,-1.211,-2.249,1.712,1.221,863,863,100,2020-02-01
"2020-03",2020,3,-0.643,-1.196,-1.948,1.727,1.144,863,863,100,2020-03-01
"2020-04",2020,4,-0.361,-0.589,-1.468,1.106,0.623,863,863,100,2020-04-01
"2020-05",2020,5,-0.265,-0.379,-1.346,0.846,0.432,863,863,100,2020-05-01
"2020-06",2020,6,-0.367,-0.627,-1.588,1.425,0.659,863,863,100,2020-06-01
"2020-07",2020,7,-0.491,-0.857,-1.939,1.941,1.048,863,863,100,2020-07-01
"2020-08",2020,8,-0.631,-1.059,-2.49,2.545,1.433,863,863,100,2020-08-01
"2020-09",2020,9,-0.58,-1.069,-2.439,2.432,1.325,863,863,100,2020-09-01
"2020-10",2020,10,-0.732,-1.515,-2.415,2.274,1.583,863,863,100,2020-10-01
"2020-11",2020,11,-0.87,-1.617,-2.625,2.466,1.64,863,863,100,2020-11-01
"2020-12",2020,12,-0.776,-1.396,-2.318,2.157,1.436,863,863,100,2020-12-01
"2021-01",2021,1,-0.61,-1.109,-1.974,2.127,1.092,863,863,100,2021-01-01
"2021-02",2021,2,-0.638,-1.13,-1.877,1.954,1.105,863,863,100,2021-02-01
"2021-03",2021,3,-0.64,-0.784,-2.368,2.397,1.084,863,863,100,2021-03-01
"2021-04",2021,4,-0.565,-0.654,-2.208,2.271,0.868,863,863,100,2021-04-01
"2021-05",2021,5,-0.569,-0.962,-2.017,1.832,1.045,863,863,100,2021-05-01
"2021-06",2021,6,-0.276,-0.147,-1.621,1.552,0.614,863,863,100,2021-06-01
"2021-07",2021,7,-0.085,-0.013,-1.361,1.077,0.518,863,863,100,2021-07-01
"2021-08",2021,8,0.062,0.101,-1.339,1.25,0.572,863,863,100,2021-08-01
"2021-09",2021,9,-0.262,0.012,-2.129,1.971,0.831,863,863,100,2021-09-01
"2021-10",2021,10,-0.006,-0.047,-1.533,1.354,0.565,863,863,100,2021-10-01
"2021-11",2021,11,-0.247,-0.066,-2.127,1.976,0.728,863,863,100,2021-11-01
"2021-12",2021,12,-0.029,-0.01,-0.996,0.986,0.418,863,863,100,2021-12-01
"2022-01",2022,1,-0.095,-0.042,-0.935,1.164,0.321,863,863,100,2022-01-01
"2022-02",2022,2,-0.076,-0.039,-0.92,1.246,0.312,863,863,100,2022-02-01
"2022-03",2022,3,-0.032,0.056,-0.886,1.185,0.429,863,863,100,2022-03-01
"2022-04",2022,4,-0.127,-0.108,-0.868,1.149,0.286,863,863,100,2022-04-01
"2022-05",2022,5,-0.462,-0.661,-1.411,1.326,0.629,863,863,100,2022-05-01
"2022-06",2022,6,-0.733,-1.24,-2.002,1.953,1.154,863,863,100,2022-06-01
"2022-07",2022,7,-0.685,-1.235,-1.961,1.819,1.149,863,863,100,2022-07-01
"2022-08",2022,8,-0.506,-0.808,-1.675,1.5,0.832,863,863,100,2022-08-01
"2022-09",2022,9,0.024,0.047,-0.825,0.947,0.353,863,863,100,2022-09-01
"2022-10",2022,10,0.466,0.959,-1.73,1.965,1.084,863,863,100,2022-10-01
"2022-11",2022,11,0.763,1.537,-2.12,2.288,1.515,863,863,100,2022-11-01
"2022-12",2022,12,0.967,2.007,-2.425,2.444,1.882,863,863,100,2022-12-01
"2023-01",2023,1,1.094,2.296,-2.553,2.551,2.099,863,863,100,2023-01-01
"2023-02",2023,2,0.996,2.098,-2.353,2.379,1.903,863,863,100,2023-02-01
"2023-03",2023,3,1.119,2.366,-2.524,2.529,2.145,863,863,100,2023-03-01
"2023-04",2023,4,1.18,2.462,-2.619,2.667,2.202,863,863,100,2023-04-01
"2023-05",2023,5,1.232,2.595,-2.678,2.678,2.295,863,863,100,2023-05-01
"2023-06",2023,6,1.271,2.684,-2.735,2.762,2.384,863,863,100,2023-06-01
"2023-07",2023,7,1.208,2.576,-2.693,2.7,2.281,863,863,100,2023-07-01
"2023-08",2023,8,1.208,2.549,-2.712,2.72,2.277,863,863,100,2023-08-01
"2023-09",2023,9,1.25,2.641,-2.692,2.73,2.342,863,863,100,2023-09-01
"2023-10",2023,10,1.264,2.677,-2.708,2.728,2.358,863,863,100,2023-10-01
"2023-11",2023,11,1.248,2.635,-2.688,2.697,2.333,863,863,100,2023-11-01
"2023-12",2023,12,1.194,2.513,-2.607,2.626,2.241,863,863,100,2023-12-01
"2024-01",2024,1,1.168,2.467,-2.554,2.574,2.2,863,863,100,2024-01-01
"2024-02",2024,2,1.208,2.54,-2.697,2.701,2.283,863,863,100,2024-02-01
"2024-03",2024,3,1.152,2.385,-2.55,2.601,2.144,863,863,100,2024-03-01
"2024-04",2024,4,1.061,2.202,-2.458,2.485,2.025,863,863,100,2024-04-01
"2024-05",2024,5,0.876,1.804,-2.338,2.39,1.747,863,863,100,2024-05-01
"2024-06",2024,6,0.49,0.899,-1.473,1.648,0.997,863,863,100,2024-06-01
"2024-07",2024,7,0.6,1.228,-1.904,1.919,1.316,863,863,100,2024-07-01
"2024-08",2024,8,0.508,1.021,-1.87,1.864,1.277,863,863,100,2024-08-01
"2024-09",2024,9,0.176,0.315,-1.407,1.472,0.705,863,863,100,2024-09-01
"2024-10",2024,10,-0.082,-0.155,-0.964,0.979,0.366,863,863,100,2024-10-01
"2024-11",2024,11,-0.199,-0.255,-0.954,0.816,0.419,863,863,100,2024-11-01
"2024-12",2024,12,-0.265,-0.246,-1.888,1.348,0.747,863,863,100,2024-12-01
"2025-01",2025,1,-0.09,-0.024,-1.293,0.719,0.448,863,863,100,2025-01-01
"2025-02",2025,2,0.026,0.034,-0.878,0.67,0.339,863,863,100,2025-02-01
"2025-03",2025,3,-0.036,-0.021,-0.922,0.815,0.374,863,863,100,2025-03-01
"2025-04",2025,4,0.145,0.232,-0.66,0.885,0.384,863,863,100,2025-04-01
"2025-05",2025,5,0.121,0.136,-0.935,0.957,0.362,863,863,100,2025-05-01
"2025-06",2025,6,0.309,0.604,-1.534,1.567,0.805,863,863,100,2025-06-01
"2025-07",2025,7,0.314,0.568,-1.363,1.493,0.893,863,863,100,2025-07-01
"2025-08",2025,8,0.318,0.583,-1.458,1.424,0.776,863,863,100,2025-08-01
"2025-09",2025,9,0.174,0.31,-1.3,1.297,0.629,863,863,100,2025-09-01
"2025-10",2025,10,0.158,0.249,-1.481,1.462,0.728,863,863,100,2025-10-01
"2025-11",2025,11,0.247,0.265,-1.613,1.623,0.836,863,863,100,2025-11-01
"2025-12",2025,12,-0.302,-0.13,-1.895,1.635,0.764,863,863,100,2025-12-01
